,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
275,b,1.2905263157894735,1.8157142857142856,u,g,d,v,1.0757894736842106,f,f,1.0,f,g,1.24,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
276,a,1.3260150375939852,1.7735714285714286,u,g,i,h,1.040701754385965,f,f,1.0,f,g,1.16,1.01936,1.0,3.0,1.0,2.8461538461538463,2.5,1.0,1.0,1.0,1.0
277,a,1.2658646616541356,2.4285714285714284,y,p,q,h,1.023157894736842,f,f,1.0,f,g,1.6800000000000002,1.0,1.0,5.0,5.0,4.076923076923077,2.5,1.0,1.0,1.0,1.0
278,b,1.6514285714285712,2.9285714285714284,y,p,ff,ff,1.0,f,f,1.0,f,g,1.0,1.0,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
279,b,1.150375939849624,1.1192857142857142,u,g,m,v,1.0119298245614035,t,f,1.0,f,s,1.4,1.0,5.0,3.0,1.0,3.769230769230769,4.5,5.0,1.0,1.0,5.0
280,b,1.4463157894736844,1.125,y,p,c,h,1.0350877192982457,f,f,1.0,f,g,1.56,1.00816,5.0,5.0,5.0,1.3076923076923077,2.5,1.0,1.0,1.0,1.0
281,b,1.6117293233082708,1.0835714285714286,y,p,cc,h,1.0175438596491229,f,f,1.0,f,g,1.48,1.00004,5.0,5.0,5.0,1.6153846153846154,2.5,1.0,1.0,1.0,1.0
282,b,1.2357894736842105,1.637142857142857,u,g,c,v,1.0350877192982457,f,f,1.0,f,s,1.16,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,5.0
283,a,1.1654135338345863,1.1785714285714286,u,g,q,v,1.0350877192982457,f,t,1.0597014925373134,f,g,1.216,1.00392,1.0,3.0,1.0,4.076923076923077,4.5,1.0,5.0,1.0,1.0
284,b,1.5714285714285716,2.8035714285714284,u,g,c,v,1.0175438596491229,f,t,1.1194029850746268,f,g,1.0,1.22208,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
285,b,1.230375939849624,2.4285714285714284,u,g,w,h,1.023157894736842,f,t,1.0597014925373134,f,g,1.24,1.00004,5.0,3.0,1.0,4.6923076923076925,2.5,1.0,5.0,1.0,1.0
286,a,2.0387464312956323,1.2142857142857142,u,g,ff,ff,1.0,f,t,1.1194029850746268,t,g,1.4,1.0042,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,5.0,1.0
287,b,1.9473684210526314,1.0828571428571427,u,g,w,v,1.040701754385965,f,t,1.0597014925373134,f,g,1.6800000000000002,1.11212,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,1.0,1.0
288,b,1.305563909774436,1.0592857142857144,y,p,c,v,1.023157894736842,f,t,1.0597014925373134,f,g,1.4,1.00004,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
289,a,1.481203007518797,1.25,y,p,j,j,1.0,f,f,1.0,f,g,1.32,1.0,1.0,5.0,5.0,3.153846153846154,3.0,1.0,1.0,1.0,1.0
290,b,1.556390977443609,1.1071428571428572,u,g,m,v,1.0701754385964912,f,f,1.0,t,s,1.6400000000000001,1.0,5.0,3.0,1.0,3.769230769230769,4.5,1.0,1.0,5.0,5.0
291,a,1.2706766917293235,2.4285714285714284,u,g,w,v,1.1403508771929824,f,t,1.0597014925373134,f,g,1.24,1.00004,1.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,1.0,1.0
292,b,1.701954887218045,1.0771428571428572,u,g,w,v,1.023157894736842,f,t,1.0597014925373134,f,g,1.544,1.01776,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,1.0,1.0
293,b,2.3233082706766917,1.345,u,g,w,v,1.0175438596491229,f,t,1.1194029850746268,f,g,1.44,1.00004,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,1.0,1.0
294,a,1.1401503759398495,1.0478571428571428,u,g,ff,ff,1.0,f,t,1.0597014925373134,f,g,1.32,1.00504,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
295,a,2.0929323308270678,1.4464285714285714,u,g,ff,ff,1.4266666666666667,f,t,1.1194029850746268,t,g,1.4,1.00016,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,5.0,1.0
296,b,4.333533834586466,2.2857142857142856,u,g,ff,ff,1.5614035087719298,f,t,1.0597014925373134,f,g,1.1400000000000001,1.00024,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
297,b,2.1530827067669174,1.3571428571428572,u,g,aa,v,1.2456140350877192,f,t,1.1194029850746268,t,g,2.44,1.0,5.0,3.0,1.0,1.0,4.5,1.0,5.0,5.0,1.0
298,b,1.1551879699248118,1.3928571428571428,u,g,aa,v,1.0933333333333333,f,t,1.0597014925373134,f,g,1.16,1.00084,5.0,3.0,1.0,1.0,4.5,1.0,5.0,1.0,1.0
299,b,1.506466165413534,2.7321428571428568,u,g,c,v,1.4680701754385965,f,t,1.1194029850746268,t,g,1.3599999999999999,1.00692,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,5.0,5.0,1.0
300,a,3.6363909774436087,1.2857142857142856,u,g,ff,ff,1.912280701754386,f,t,1.0597014925373134,f,g,1.0,1.0004,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
301,b,1.2706766917293235,1.0235714285714286,u,g,d,v,1.0350877192982457,f,f,1.0,t,s,1.56,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,5.0
302,b,1.5816541353383458,1.1428571428571428,u,g,c,v,1.0701754385964912,f,f,1.0,t,s,1.56,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,5.0
303,a,1.1305263157894738,1.4107142857142856,u,g,q,v,1.0119298245614035,f,f,1.0,f,g,1.24,1.0,1.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,1.0,1.0
304,a,1.6616541353383458,2.952142857142857,u,g,q,h,1.2105263157894737,f,f,1.0,f,g,1.56,1.00004,1.0,3.0,1.0,4.076923076923077,2.5,1.0,1.0,1.0,1.0
305,b,3.1052631578947367,4.762142857142857,y,p,ff,ff,1.0,t,f,1.0,t,g,1.0,1.0,5.0,5.0,5.0,2.5384615384615383,2.0,5.0,1.0,5.0,1.0
306,b,1.5864661654135337,1.3928571428571428,u,g,ff,ff,1.631578947368421,f,f,1.0,f,g,1.32,1.001,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
307,b,1.2905263157894735,2.4699999999999998,u,g,ff,ff,1.0582456140350878,f,f,1.0,f,g,1.16,1.0,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
308,b,1.8421052631578947,1.1842857142857142,u,g,k,h,1.0350877192982457,f,f,1.0,t,s,1.28,1.0,5.0,3.0,1.0,3.4615384615384617,2.5,1.0,1.0,5.0,5.0
309,a,2.082706766917293,1.4285714285714286,y,p,j,j,1.0,f,f,1.0,f,g,1.32,1.0008,1.0,5.0,5.0,3.153846153846154,3.0,1.0,1.0,1.0,1.0
310,a,1.6664661654135338,1.6428571428571428,u,g,w,v,1.1403508771929824,f,f,1.0,t,g,1.72,1.00024,1.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,5.0,1.0
311,b,1.3157894736842106,1.25,y,p,c,v,1.327719298245614,f,f,1.0,t,g,1.224,1.00024,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
312,a,1.1551879699248118,1.03,u,g,aa,v,1.0175438596491229,f,f,1.0,f,g,1.4,1.00004,1.0,3.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0
313,a,1.2905263157894735,2.4285714285714284,u,g,d,v,1.0582456140350878,f,f,1.0,f,g,1.16,1.00168,1.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
314,b,1.150375939849624,1.0,y,p,aa,v,1.0350877192982457,f,f,1.0,f,g,1.12,1.0,5.0,5.0,5.0,1.0,4.5,1.0,1.0,1.0,1.0
315,b,1.556390977443609,1.1071428571428572,u,g,m,v,1.0701754385964912,t,f,1.0,t,s,1.6400000000000001,1.0,5.0,3.0,1.0,3.769230769230769,4.5,5.0,1.0,5.0,5.0
316,b,1.4463157894736844,1.0357142857142858,y,p,c,h,1.0350877192982457,f,f,1.0,f,g,1.56,1.00816,5.0,5.0,5.0,1.3076923076923077,2.5,1.0,1.0,1.0,1.0
317,b,1.225563909774436,4.142857142857142,l,gg,ff,o,1.0,f,f,1.0,t,p,1.9,5.0,5.0,1.0,3.0,2.5384615384615383,4.0,1.0,1.0,5.0,3.0
318,b,1.3260150375939852,1.0,y,p,m,bb,1.0,f,f,1.0,t,s,2.0,1.00004,5.0,5.0,5.0,3.769230769230769,1.0,1.0,1.0,5.0,5.0
319,b,2.3834586466165413,1.0178571428571428,y,p,c,v,1.2105263157894737,f,f,1.0,t,g,1.464,1.00452,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
320,b,1.4511278195488724,1.2142857142857142,u,g,w,v,1.2105263157894737,f,f,1.0,f,g,1.3,1.00032,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
321,a,1.260451127819549,1.0535714285714286,l,gg,cc,ff,2.4035087719298245,f,f,1.0,t,s,1.6,1.0,1.0,1.0,3.0,1.6153846153846154,2.0,1.0,1.0,5.0,5.0
322,a,2.1981954887218045,1.0535714285714286,u,g,cc,v,1.0526315789473684,f,f,1.0,f,g,1.6,1.00176,1.0,3.0,1.0,1.6153846153846154,4.5,1.0,1.0,1.0,1.0
323,b,3.095037593984962,1.0292857142857144,y,p,k,v,1.0350877192982457,t,t,1.6567164179104479,f,g,1.76,1.10928,5.0,5.0,5.0,3.4615384615384617,4.5,5.0,5.0,1.0,1.0
324,b,2.1981954887218045,1.1785714285714286,u,g,w,v,1.1635087719298245,f,f,1.0,f,g,1.24,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
325,a,1.9473684210526314,1.155,y,p,x,v,1.1403508771929824,f,f,1.0,f,g,1.56,1.00052,1.0,5.0,5.0,5.0,4.5,1.0,1.0,1.0,1.0
326,b,1.987669172932331,1.155,y,p,c,v,1.0056140350877194,f,f,1.0,f,g,1.34,1.00716,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
327,b,2.6288721804511277,1.5,u,g,i,bb,1.0701754385964912,f,f,1.0,f,s,3.32,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,1.0,5.0
328,b,2.26796992481203,1.3571428571428572,y,p,w,v,1.4210526315789473,f,f,1.0,f,s,1.4,1.0,5.0,5.0,5.0,4.6923076923076925,4.5,1.0,1.0,1.0,5.0
329,b,2.0387464312956323,1.5714285714285714,y,p,i,v,1.0119298245614035,f,f,1.0,t,g,1.822,1.0,5.0,5.0,5.0,2.8461538461538463,4.5,1.0,1.0,5.0,1.0
330,b,1.401203007518797,1.0,u,g,c,v,1.0,f,f,1.0,f,p,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,3.0
331,a,2.172932330827068,1.3571428571428572,y,p,c,v,1.3508771929824561,f,f,1.0,t,g,1.0,1.00008,1.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
332,b,2.222857142857143,1.3571428571428572,u,g,c,v,1.1403508771929824,f,f,1.0,f,g,1.92,1.00064,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
333,a,1.6917293233082709,2.7857142857142856,u,g,d,v,1.1403508771929824,f,f,1.0,t,g,1.3599999999999999,1.04248,1.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
334,b,2.263157894736842,1.3571428571428572,u,g,cc,bb,1.0701754385964912,f,f,1.0,f,g,1.6960000000000002,1.0,5.0,3.0,1.0,1.6153846153846154,1.0,1.0,1.0,1.0,1.0
335,b,1.8372932330827068,1.1071428571428572,u,g,q,h,1.023157894736842,f,f,1.0,t,g,1.44,1.01004,5.0,3.0,1.0,4.076923076923077,2.5,1.0,1.0,5.0,1.0
336,b,3.0198496240601505,1.9285714285714284,u,g,c,v,1.1403508771929824,f,f,1.0,t,g,1.0,1.00912,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
337,a,2.26796992481203,1.1785714285714286,y,p,i,h,1.0701754385964912,f,f,1.0,t,g,1.32,1.0,1.0,5.0,5.0,2.8461538461538463,2.5,1.0,1.0,5.0,1.0
338,a,2.172932330827068,1.4285714285714286,y,p,aa,v,1.280701754385965,f,f,1.0,f,g,1.3599999999999999,1.0,1.0,5.0,5.0,1.0,4.5,1.0,1.0,1.0,1.0
339,b,1.8571428571428572,1.4285714285714286,u,g,w,v,1.1052631578947367,f,f,1.0,t,g,1.6,1.00268,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,5.0,1.0
340,a,2.523609022556391,1.5714285714285714,u,g,c,v,1.4210526315789473,f,f,1.0,f,g,1.96,1.0,1.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
341,b,2.744360902255639,1.5835714285714286,u,g,aa,v,1.0056140350877194,f,f,1.0,f,g,1.216,1.004,5.0,3.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0
342,b,1.7921804511278197,1.3214285714285714,u,g,i,bb,1.0701754385964912,f,f,1.0,t,g,2.2800000000000002,1.16,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
343,b,2.2030075187969924,1.3928571428571428,u,g,i,bb,1.0,f,f,1.0,f,g,1.3599999999999999,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,1.0,1.0
344,b,2.513984962406015,1.25,u,g,k,v,1.0701754385964912,f,f,1.0,t,g,1.6,1.00008,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,1.0
345,b,3.9473684210526314,2.0,u,g,e,z,1.0,f,f,1.0,f,g,1.0,1.00048,5.0,3.0,1.0,2.230769230769231,5.0,1.0,1.0,1.0,1.0
346,b,2.112781954887218,1.2142857142857142,u,g,c,v,1.0350877192982457,f,f,1.0,t,g,1.744,1.00488,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
347,b,1.781954887218045,1.6428571428571428,y,p,c,bb,1.3508771929824561,f,f,1.0,f,g,1.4,1.0484,5.0,5.0,5.0,1.3076923076923077,1.0,1.0,1.0,1.0,1.0
348,b,3.9822556390977444,1.0771428571428572,u,g,c,v,1.0821052631578947,t,t,1.1791044776119404,t,g,1.3599999999999999,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
349,b,1.8469172932330826,1.2142857142857142,u,g,w,v,1.3157894736842106,f,t,1.0597014925373134,t,g,1.2,1.00012,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,5.0,1.0
350,a,1.7470676691729325,1.2857142857142856,u,g,j,j,1.0,f,f,1.0,t,g,1.552,1.00004,1.0,3.0,1.0,3.153846153846154,3.0,1.0,1.0,5.0,1.0
351,b,1.506466165413534,1.0835714285714286,y,p,ff,ff,1.0,f,f,1.0,f,g,1.2,1.0,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
352,b,1.526315789473684,2.642857142857143,y,p,m,v,1.2105263157894737,f,f,1.0,t,g,1.0,1.16,5.0,5.0,5.0,3.769230769230769,4.5,1.0,1.0,5.0,1.0
353,b,2.0225563909774436,1.2264285714285714,u,g,d,v,1.0821052631578947,f,f,1.0,t,s,1.0,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,5.0
354,b,2.3786466165413533,1.2857142857142856,u,g,i,v,1.0350877192982457,f,f,1.0,t,g,1.442,1.0,5.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,5.0,1.0
355,a,1.1353383458646618,1.0235714285714286,u,g,aa,v,1.1403508771929824,f,t,1.1194029850746268,t,g,1.6400000000000001,1.00004,1.0,3.0,1.0,1.0,4.5,1.0,5.0,5.0,1.0
356,b,2.649323308270677,1.1907142857142856,u,g,d,v,1.023157894736842,f,f,1.0,f,g,1.336,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
357,a,1.3458646616541352,1.0235714285714286,u,g,q,v,1.0056140350877194,f,f,1.0,t,g,1.76,1.0,1.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,5.0,1.0
358,b,2.1230075187969923,1.4285714285714286,u,g,d,v,1.023157894736842,f,f,1.0,t,g,1.24,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
359,a,2.3834586466165413,1.6728571428571428,u,g,ff,ff,1.0,f,f,1.0,f,g,1.32,1.0,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
360,a,1.992481203007519,1.7857142857142856,u,g,k,v,1.7719298245614035,f,f,1.0,t,s,1.2,1.0,1.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,5.0
361,b,1.561203007518797,1.3571428571428572,u,g,ff,ff,1.0119298245614035,f,f,1.0,t,g,1.2,1.16832,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,5.0,1.0
362,b,1.786766917293233,1.0771428571428572,u,g,k,ff,1.0,f,f,1.0,f,g,1.2,1.0,5.0,3.0,1.0,3.4615384615384617,2.0,1.0,1.0,1.0,1.0
363,b,1.1906766917293234,1.0478571428571428,y,p,k,v,1.040701754385965,f,f,1.0,f,s,1.4,1.0,5.0,5.0,5.0,3.4615384615384617,4.5,1.0,1.0,1.0,5.0
364,b,1.6418045112781954,1.2857142857142856,u,g,e,dd,1.023157894736842,f,t,1.1194029850746268,f,g,1.6400000000000001,1.052,5.0,3.0,1.0,2.230769230769231,1.5,1.0,5.0,1.0,1.0
365,b,2.749172932330827,1.1785714285714286,u,g,m,v,2.9473684210526314,f,t,1.0597014925373134,t,g,1.704,1.00448,5.0,3.0,1.0,3.769230769230769,4.5,1.0,5.0,5.0,1.0
366,a,1.5413533834586466,1.8807142857142858,u,g,aa,v,1.023157894736842,f,f,1.0,f,g,1.44,1.04,1.0,3.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0
367,b,2.54406015037594,1.2442857142857142,y,p,m,v,1.023157894736842,f,f,1.0,f,s,1.8,1.0,5.0,5.0,5.0,3.769230769230769,4.5,1.0,1.0,1.0,5.0
368,a,1.5912781954887216,2.642857142857143,y,p,k,h,1.4210526315789473,f,f,1.0,t,g,1.04,1.00064,1.0,5.0,5.0,3.4615384615384617,2.5,1.0,1.0,5.0,1.0
369,b,1.4613533834586465,1.1071428571428572,y,p,r,n,1.1052631578947367,f,f,1.0,t,g,1.264,1.00008,5.0,5.0,5.0,4.384615384615385,3.5,1.0,1.0,5.0,1.0
370,b,2.1578947368421053,1.3571428571428572,y,p,w,v,1.9824561403508771,f,f,1.0,t,g,1.56,1.0,5.0,5.0,5.0,4.6923076923076925,4.5,1.0,1.0,5.0,1.0
371,b,1.756691729323308,2.8571428571428568,u,g,e,dd,1.0,f,f,1.0,t,g,1.28,1.0444,5.0,3.0,1.0,2.230769230769231,1.5,1.0,1.0,5.0,1.0
372,a,2.8796992481203008,1.6549999999999998,u,g,k,h,1.1403508771929824,f,f,1.0,t,s,1.48,1.0,1.0,3.0,1.0,3.4615384615384617,2.5,1.0,1.0,5.0,5.0
373,b,1.7518796992481205,1.22,u,g,w,v,1.0175438596491229,f,f,1.0,f,g,1.2,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
374,b,1.8673684210526318,1.0835714285714286,u,g,aa,v,1.0056140350877194,f,f,1.0,f,g,1.52,1.04016,5.0,3.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0
375,a,1.4258646616541353,1.0714285714285714,y,p,e,dd,1.1403508771929824,f,f,1.0,f,g,1.52,1.0,1.0,5.0,5.0,2.230769230769231,1.5,1.0,1.0,1.0,1.0
376,b,1.8974436090225564,3.071428571428571,u,g,d,v,1.0175438596491229,f,f,1.0,f,g,1.0,1.01144,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,1.0,1.0
377,b,1.4162406015037594,1.1192857142857142,y,p,c,v,1.280701754385965,f,f,1.0,t,s,1.48,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,5.0
378,b,2.243308270676692,1.1907142857142856,u,g,i,bb,1.0175438596491229,f,f,1.0,t,g,1.88,1.18,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
379,b,2.192781954887218,1.0357142857142858,u,g,i,bb,1.5614035087719298,f,f,1.0,t,s,1.8399999999999999,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,5.0
380,b,2.769624060150376,1.7142857142857142,u,g,i,bb,1.3157894736842106,f,f,1.0,t,g,1.282,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
381,a,1.5365413533834587,2.0,u,g,c,v,1.023157894736842,f,f,1.0,f,g,1.32,1.0,1.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
382,a,1.6363909774436087,1.3571428571428572,y,p,i,bb,1.631578947368421,f,f,1.0,f,g,1.4,1.01824,1.0,5.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1.0
383,a,3.5912781954887216,1.6071428571428572,y,p,ff,ff,1.7017543859649122,f,f,1.0,t,g,1.0,1.00016,1.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,5.0,1.0
384,b,1.5010526315789474,2.637142857142857,u,g,k,v,1.2224561403508771,f,f,1.0,t,g,1.2,1.04848,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,1.0
385,b,2.218045112781955,1.7857142857142856,y,p,c,v,1.2105263157894737,f,f,1.0,t,g,1.12,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
386,b,1.531127819548872,1.2142857142857142,y,p,aa,v,1.0757894736842106,f,f,1.0,t,g,1.24,1.00268,5.0,5.0,5.0,1.0,4.5,1.0,1.0,5.0,1.0
387,b,1.4463157894736844,1.0,u,g,c,v,1.0701754385964912,f,f,1.0,t,s,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,5.0
388,b,1.7771428571428571,3.0835714285714286,u,g,i,bb,1.0,f,f,1.0,t,g,1.3559999999999999,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
389,b,1.5515789473684212,1.0242857142857142,u,g,m,v,1.0119298245614035,f,f,1.0,f,s,1.0,1.0,5.0,3.0,1.0,3.769230769230769,4.5,1.0,1.0,1.0,5.0
390,b,1.0854135338345865,2.0,u,g,e,v,1.1403508771929824,f,f,1.0,f,g,2.2,1.0,5.0,3.0,1.0,2.230769230769231,4.5,1.0,1.0,1.0,1.0
391,b,2.5741353383458647,1.7142857142857142,u,g,i,bb,1.0294736842105263,f,f,1.0,f,g,2.1,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,1.0,1.0
392,b,1.8222556390977442,2.7857142857142856,u,g,aa,bb,1.0350877192982457,f,f,1.0,t,g,2.44,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
393,b,1.6616541353383458,1.0771428571428572,u,g,m,v,1.1403508771929824,f,f,1.0,t,g,1.24,1.00004,5.0,3.0,1.0,3.769230769230769,4.5,1.0,1.0,5.0,1.0
394,b,2.649323308270677,1.1785714285714286,y,p,w,v,1.0350877192982457,f,f,1.0,f,g,1.0,1.0078,5.0,5.0,5.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
395,a,2.1627067669172932,1.2321428571428572,u,g,d,v,1.0757894736842106,f,f,1.0,t,g,1.0,1.0,1.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
396,b,1.9672180451127819,1.2914285714285714,y,p,x,h,1.0056140350877194,f,f,1.0,f,g,1.256,1.00004,5.0,5.0,5.0,5.0,2.5,1.0,1.0,1.0,1.0
397,a,1.5912781954887216,1.0835714285714286,y,p,ff,ff,1.0175438596491229,f,f,1.0,f,g,1.24,1.00348,1.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
398,b,1.7470676691729325,2.7857142857142856,y,p,k,h,1.1754385964912282,f,f,1.0,t,g,1.0,1.00068,5.0,5.0,5.0,3.4615384615384617,2.5,1.0,1.0,5.0,1.0
399,b,2.037593984962406,1.2978571428571428,u,g,c,v,1.0119298245614035,f,f,1.0,f,g,1.6,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
400,b,1.4210526315789473,1.7264285714285714,y,p,j,v,1.040701754385965,f,f,1.0,f,g,1.28,1.00736,5.0,5.0,5.0,3.153846153846154,4.5,1.0,1.0,1.0,1.0
401,b,1.912481203007519,1.0535714285714286,u,g,c,v,1.040701754385965,f,f,1.0,f,g,1.44,1.0056,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
402,a,3.29593984962406,1.9285714285714284,u,g,i,bb,1.4329824561403508,f,f,1.0,t,g,1.146,1.0,1.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
403,a,1.5365413533834587,1.0478571428571428,u,g,q,v,1.1052631578947367,f,f,1.0,f,s,1.32,1.0,1.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,1.0,5.0
404,b,2.218045112781955,1.7264285714285714,y,p,i,bb,1.152280701754386,f,f,1.0,t,g,1.96,1.0,5.0,5.0,5.0,2.8461538461538463,1.0,1.0,1.0,5.0,1.0
405,a,4.353383458646616,1.8571428571428572,u,g,ff,ff,1.0,f,f,1.0,f,s,1.0,1.0,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,5.0
406,a,2.598796992481203,2.1607142857142856,y,p,k,v,1.023157894736842,f,t,1.1194029850746268,f,g,1.0,1.00072,1.0,5.0,5.0,3.4615384615384617,4.5,1.0,5.0,1.0,1.0
407,a,1.3506766917293231,1.095,y,p,c,v,1.1403508771929824,f,t,1.0597014925373134,f,g,5.0,1.00008,1.0,5.0,5.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
408,b,1.1353383458646618,1.4464285714285714,u,g,w,v,1.0119298245614035,f,t,1.0597014925373134,f,g,1.0,1.00024,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,5.0,1.0,1.0
409,b,1.2003007518796993,1.0357142857142858,u,g,q,v,1.0470175438596492,f,t,1.2388059701492538,f,g,1.32,1.00032,5.0,3.0,1.0,4.076923076923077,4.5,1.0,5.0,1.0,1.0
410,b,2.0526315789473686,1.405,u,g,ff,ff,1.0,f,t,1.2985074626865671,f,g,1.3519999999999999,1.00584,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
411,b,1.686917293233083,1.4285714285714286,u,g,c,v,1.1754385964912282,f,t,1.0597014925373134,f,g,1.0,1.00088,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
412,a,1.5365413533834587,1.1128571428571428,u,g,i,v,1.0119298245614035,f,f,1.0,f,g,1.288,1.0,1.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,1.0,1.0
413,b,2.613834586466165,1.2142857142857142,u,g,i,bb,1.0,f,f,1.0,f,s,1.6,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,1.0,5.0
